"A" "M_bin" "Ycen_noint" "Y_cont_noint" "Y_bin_noint" "Y_count_noint" "cen" "C" "delta"
"105" 0 0 0.0377446710222703 -3.17453238959736 0 3 0.0527846156635208 0.400129705470254 0
"106" 1 1 0.0165868326603274 -2.64803543993683 0 1 0.0527846156635208 -0.832400765467156 0
"107" 1 1 0.0185902198025183 -2.23418352860836 0 3 0.0527846156635208 1.16874302113298 0
"108" 1 0 0.0527846156635208 -1.36160104935807 0 4 0.0527846156635208 2.31938502959582 1
"109" 0 1 0.0147408546242434 -3.03808059799433 0 3 0.0527846156635208 1.74481882214854 0
"110" 0 1 0.0111713565426939 -3.67730309682349 0 3 0.0527846156635208 2.19794176002485 0
"111" 1 0 0.00474509596016658 -2.19479455006361 0 7 0.0527846156635208 2.68221596653236 0
"112" 1 1 0.0130235042043986 -2.85233035722122 0 4 0.0527846156635208 2.30613478484245 0
"113" 0 0 0.00704331664016284 -3.67532366287312 0 2 0.0527846156635208 1.84609349616002 0
"114" 0 0 0.0527846156635208 -2.70572419725378 0 6 0.0527846156635208 2.27310972860519 1
"115" 1 1 0.0238472135970133 -0.818641362498603 0 5 0.0527846156635208 1.01011479195254 0
"116" 0 0 0.0198186928401626 -2.85558930791106 0 5 0.0527846156635208 0.961270896059347 0
"117" 1 1 0.0346931603369054 -4.2957657248841 0 5 0.0527846156635208 0.581691443577195 0
"118" 1 0 0.0149805952656971 -1.86524775771663 0 4 0.0527846156635208 -0.529625883663519 0
"119" 0 0 0.0527846156635208 -3.10776195134189 0 3 0.0527846156635208 -1.13424060601105 1
"120" 1 0 0.0188873786003191 -4.56899730643132 0 2 0.0527846156635208 -0.209444837609009 0
"121" 0 1 0.0527846156635208 -3.23071395483748 0 4 0.0527846156635208 1.51118039543578 1
"122" 0 1 0.0445625783001685 -3.05586592350721 0 4 0.0527846156635208 1.84584077426843 0
"123" 0 0 0.0508770636311858 -3.89932956763548 0 4 0.0527846156635208 0.0794829049931629 0
"124" 0 1 0.0315500143529133 -2.23054309751784 0 5 0.0527846156635208 2.3040775339894 0
"125" 0 1 0.0527846156635208 -3.62386202006092 0 0 0.0527846156635208 0.130232431774452 1
"126" 0 1 0.0389180189608421 -3.50682538233832 0 3 0.0527846156635208 1.96586512995034 0
"127" 1 1 0.0139849466768212 -3.05468986466571 0 4 0.0527846156635208 1.43490744896271 0
"128" 1 1 0.0146427233727614 -2.4219397008307 0 6 0.0527846156635208 1.55933091081022 0
"129" 0 1 0.0490614477418018 -3.03593774454778 0 3 0.0527846156635208 0.685504394699142 0
"130" 0 1 0.0361043023935971 -4.24356177086463 0 3 0.0527846156635208 0.917373605118799 0
"131" 0 0 0.00656692081701639 -3.64992849551253 0 3 0.0527846156635208 1.00325162932047 0
"132" 1 1 0.0468497949178383 -3.86061350073409 0 1 0.0527846156635208 1.51387651528158 0
"133" 1 0 0.0380801872977907 -1.38304984852349 0 4 0.0527846156635208 -1.15980339424932 0
"134" 0 1 0.0418062129296853 -3.1786829033401 0 2 0.0527846156635208 0.0874626565299924 0
"135" 0 0 0.00493510530978479 -3.2808154086301 0 5 0.0527846156635208 -0.634071464560088 0
"136" 0 1 0.0344200509728197 -4.20778892925606 0 3 0.0527846156635208 2.39817327097435 0
"137" 0 1 0.0126767414826782 -4.22157085808605 0 4 0.0527846156635208 0.684486578986723 0
"138" 0 0 0.0527846156635208 -2.21650793755139 0 3 0.0527846156635208 2.73572789702512 1
"139" 0 0 0.0285105642160559 -1.16148929429502 0 4 0.0527846156635208 1.18701887790573 0
"140" 1 1 0.00119266112201512 -3.36312294211253 0 2 0.0527846156635208 0.794993925451335 0
"141" 1 1 0.000884840357153171 -2.65509686082019 0 3 0.0527846156635208 1.73114355403334 0
"142" 0 1 0.0527846156635208 -2.94219204579205 0 3 0.0527846156635208 1.05725196136345 1
"143" 0 0 0.00747678067688736 -1.82280461032282 0 4 0.0527846156635208 3.39757418346288 0
"144" 1 0 0.0527846156635208 -3.94662651986063 0 6 0.0527846156635208 -0.154818101642772 1
"145" 0 1 0.0527846156635208 -1.80790983226845 0 1 0.0527846156635208 -0.32741050495612 1
"146" 1 1 0.00160613223027813 -2.53738336284208 0 1 0.0527846156635208 2.41077547562043 0
"147" 1 1 0.000756687750621887 -1.53736984183974 0 2 0.0527846156635208 0.703542156404137 0
"148" 0 1 0.0212023022241674 -3.790533276289 0 3 0.0527846156635208 -0.291943119267715 0
"149" 0 0 0.0165998665796018 -2.50162445560253 0 3 0.0527846156635208 0.894403995341333 0
"150" 0 1 0.0469143832506582 -1.86874845113059 0 4 0.0527846156635208 2.35584331943028 0
"151" 0 0 0.0527846156635208 -1.93493062648315 0 1 0.0527846156635208 2.41125013977977 1
"152" 1 0 0.0527846156635208 -1.77224045724506 0 5 0.0527846156635208 -0.790268485701947 1
"153" 0 1 0.0134512838691774 -2.37080428474887 0 0 0.0527846156635208 1.63624664318343 0
"154" 0 0 0.0275602051327646 -4.02638691706518 1 0 0.0527846156635208 0.28694342177779 0
"155" 1 1 0.0140036369097475 -2.6679758717496 0 4 0.0527846156635208 1.45932323992271 0
"156" 1 0 0.0210823985839846 -3.14820149622305 0 5 0.0527846156635208 -0.514498328848627 0
"157" 1 1 0.0527846156635208 -3.44983263353891 0 2 0.0527846156635208 1.37035764348936 1
"158" 1 1 0.00944463437491826 -0.782994714776269 0 5 0.0527846156635208 0.900124476359286 0
"159" 0 0 0.00943555803299696 -2.29634661951661 0 2 0.0527846156635208 2.26467538039016 0
"160" 1 0 0.0432517831688223 -1.86689729824901 0 2 0.0527846156635208 1.04021340945764 0
"161" 1 0 0.0527846156635208 -1.8764316621299 0 3 0.0527846156635208 1.93015659783805 1
"162" 0 0 0.000786549200422303 -3.18844018348331 0 2 0.0527846156635208 0.367779580754111 0
"163" 0 1 0.0321090858051194 -4.22788033984925 0 2 0.0527846156635208 2.22673621724786 0
"164" 0 1 0.0147224815663546 -2.85350638519849 0 2 0.0527846156635208 1.74779141492234 0
"165" 0 0 0.0204575590221456 -3.47535437179143 0 4 0.0527846156635208 0.204864591025581 0
"166" 0 1 0.0144928622345429 -2.92139135816373 0 7 0.0527846156635208 0.244178507520502 0
"167" 0 1 0.0467301411082354 -5.02858506036436 0 2 0.0527846156635208 1.68274602088937 0
"168" 1 1 0.0527846156635208 -2.21051327474923 0 2 0.0527846156635208 0.691522602122181 1
"169" 1 1 0.0129382545819987 -1.31754000456694 0 2 0.0527846156635208 0.807208130157476 0
"170" 1 1 0.0527846156635208 -2.60037468819798 0 1 0.0527846156635208 2.86730234443687 1
"171" 0 1 0.0306326024171554 -3.26309576230106 0 2 0.0527846156635208 1.13428010617579 0
"172" 0 1 0.0527846156635208 -3.04215677162391 0 4 0.0527846156635208 0.549129100029095 1
"173" 0 0 0.0527846156635208 -4.31837903078506 0 6 0.0527846156635208 -1.12017629686027 1
"174" 1 0 0.0398144406643369 -2.49953106864191 0 1 0.0527846156635208 -1.25380836654178 0
"175" 1 1 0.00714427382529137 -2.82405004725132 0 10 0.0527846156635208 -0.177120605540452 0
"176" 0 1 0.0527846156635208 -3.86096364413846 0 0 0.0527846156635208 0.405591853470472 1
"177" 1 1 0.0527846156635208 -3.2410254292047 0 2 0.0527846156635208 0.412835693499632 1
"178" 1 0 0.0527846156635208 -4.00262655857758 0 1 0.0527846156635208 0.187325218288318 1
"179" 0 0 0.0149241389207943 -2.13625117552 0 2 0.0527846156635208 2.29807479617442 0
"180" 1 1 0.0271512250112439 -0.323073849570321 0 2 0.0527846156635208 1.68237896076411 0
"181" 0 1 0.0293103148442569 -3.4186236097864 0 2 0.0527846156635208 0.719017639219387 0
"182" 1 1 0.0240081762903221 -1.44448838127184 0 4 0.0527846156635208 -0.519772149582022 0
"183" 1 0 0.0527846156635208 -2.72988044416305 0 4 0.0527846156635208 1.41256486656861 1
"184" 1 0 0.0527846156635208 -3.31679671266025 0 2 0.0527846156635208 1.3067496119076 1
"185" 0 0 0.0101550559959436 -3.31516022942871 0 5 0.0527846156635208 0.726887287944634 0
"186" 0 0 0.0344227144252734 -2.73559259359992 0 3 0.0527846156635208 0.599617186829713 0
"187" 0 0 0.0444109835887178 -3.60275582792719 0 7 0.0527846156635208 -1.79349321707968 0
"188" 0 0 0.0527846156635208 -3.19224216339225 0 5 0.0527846156635208 1.9404273922269 1
"189" 0 1 0.0262472196839838 -2.59426490142871 0 0 0.0527846156635208 0.332401788076173 0
"190" 1 0 0.0254436389088685 -3.72743540434656 0 2 0.0527846156635208 -2.0922907485031 0
"191" 1 1 0.0437605640704581 -2.85565516546659 0 4 0.0527846156635208 1.77594483867452 0
"192" 0 0 0.0305219515177693 -2.79547434415495 0 6 0.0527846156635208 1.08397396002118 0
"193" 0 0 0.0527846156635208 -1.42802854022832 0 1 0.0527846156635208 2.9231128221934 1
"194" 1 1 0.0218110571852001 -1.57567333275291 0 2 0.0527846156635208 1.00637000100696 0
"195" 1 1 0.0391900161463294 -3.72449579391077 0 2 0.0527846156635208 2.23475787495279 0
"196" 0 0 0.0100684505250574 -5.46843386063811 0 1 0.0527846156635208 1.01733169485042 0
"197" 0 0 0.0303153031180739 -4.21637418361566 0 7 0.0527846156635208 0.979133647697985 0
"198" 0 0 0.00498206630486196 -3.04371474757862 0 3 0.0527846156635208 2.37897416205289 0
"199" 0 0 0.0292271019692159 -2.97164317638777 0 4 0.0527846156635208 1.49156274279784 0
"200" 1 1 0.0377150503844892 -3.06117283993847 0 4 0.0527846156635208 2.11468238459804 0
"201" 0 0 0.0404491669212989 -3.38110984642824 0 3 0.0527846156635208 -0.0207476546805585 0
"202" 1 0 0.0388235094674853 -2.82111402812571 0 1 0.0527846156635208 1.81373530835906 0
"203" 1 0 0.00943747892240741 -3.32158391076603 0 2 0.0527846156635208 0.596165703455488 0
"204" 1 0 0.0527846156635208 -2.86095091992511 0 6 0.0527846156635208 0.732785830989228 1
"205" 0 1 0.0366516849604957 -3.5565227781121 0 4 0.0527846156635208 1.10581407202222 0
"206" 1 1 0.00422732715768791 -2.2168130192823 0 3 0.0527846156635208 2.79176547137758 0
"207" 1 1 0.0219862804413444 -2.11011223312028 0 3 0.0527846156635208 1.06196624534469 0
"208" 1 1 0.0111402083102193 -2.38186463251818 0 7 0.0527846156635208 0.73310050835521 0
"209" 0 1 0.0228703167602126 -2.75557076570239 1 1 0.0527846156635208 2.64518142829588 0
"210" 0 1 0.0317331114922087 -3.58904920322767 0 1 0.0527846156635208 0.711409185102087 0
"211" 0 1 0.0118185491079537 -3.4256956446674 0 3 0.0527846156635208 0.444523540747737 0
"212" 1 0 0.0273837170402666 -2.16133019148635 0 4 0.0527846156635208 1.02696453919491 0
"213" 0 0 0.00918896193354826 -3.24131825176744 0 2 0.0527846156635208 -0.27405809671927 0
"214" 0 0 0.0527846156635208 -2.80462051889136 0 2 0.0527846156635208 1.09939488500229 1
"215" 0 0 0.0118028054794371 -2.59817923905201 1 4 0.0527846156635208 2.39639987699945 0
"216" 1 0 0.0179197594185297 -3.01978376479732 0 7 0.0527846156635208 1.69395258971273 0
"217" 1 0 0.0172023528779299 -2.53439187110292 0 3 0.0527846156635208 1.32042167868576 0
"218" 1 1 0.0279981172980398 -2.90121347742814 0 3 0.0527846156635208 1.64772956123791 0
"219" 0 0 0.0255890394093952 -3.64190417213992 0 5 0.0527846156635208 -1.09471790123815 0
"220" 0 1 0.0317485109212991 -2.89168070917575 0 3 0.0527846156635208 0.830136585600955 0
"221" 0 1 0.00774626905325088 -1.83351412145263 0 2 0.0527846156635208 1.80898536603121 0
"222" 0 1 0.0434512721706489 -3.87144307999631 0 5 0.0527846156635208 1.61242750229252 0
"223" 1 1 0.0527846156635208 -3.85435201783124 0 4 0.0527846156635208 0.573151298106169 1
"224" 1 1 0.00891458571840654 -2.70307089077199 0 2 0.0527846156635208 1.81614984225903 0
"225" 0 0 0.0338329026734986 -2.56282235866376 0 6 0.0527846156635208 0.0137785458735487 0
"226" 1 0 0.0527846156635208 -2.47624933162831 0 2 0.0527846156635208 0.955583526796005 1
"227" 0 1 0.033261348646289 -2.78758975973932 0 2 0.0527846156635208 2.35691292698987 0
"228" 0 0 0.0527846156635208 -3.98516375225605 0 3 0.0527846156635208 0.326444579711226 1
"229" 0 1 0.00953115362181994 -3.60333893386844 0 3 0.0527846156635208 1.82742535442654 0
"230" 0 1 0.0258280997890884 -1.8610143275929 0 7 0.0527846156635208 2.22784794287179 0
"231" 0 0 0.0293177964350721 -4.00686438470474 0 5 0.0527846156635208 1.09312542930173 0
"232" 0 0 0.0527846156635208 -4.5489065900259 0 3 0.0527846156635208 0.528416233884231 1
"233" 1 0 0.0181370894647166 -2.57381030443401 0 3 0.0527846156635208 0.368779225526435 0
"234" 1 1 0.0453674009829203 -3.22184156008445 0 5 0.0527846156635208 -0.233507999155 0
"235" 0 1 0.0151853620699654 -3.45575277997799 0 1 0.0527846156635208 0.896384798359862 0
"236" 0 1 0.00450136453396923 -3.25955996162461 0 1 0.0527846156635208 0.472788810396778 0
"237" 0 0 0.0194431751267043 -2.97543762611522 0 3 0.0527846156635208 1.97808106567756 0
"238" 1 1 0.0294487764780777 -2.73149581835278 0 1 0.0527846156635208 1.70307553405176 0
"239" 1 0 0.0187899305537674 -4.28359718247525 0 6 0.0527846156635208 0.624152311516296 0
"240" 1 1 0.0527846156635208 -3.01405498360522 0 2 0.0527846156635208 0.600528634622487 1
"241" 0 0 0.0303621895365729 -2.43849485434613 0 6 0.0527846156635208 1.06634714747501 0
"242" 1 1 0.0503236135000614 -2.20198829153945 0 4 0.0527846156635208 2.06787709825503 0
"243" 1 0 0.0527846156635208 -1.04844746943073 0 2 0.0527846156635208 0.886441626774939 1
"244" 1 1 0.00481951131197008 -2.96369447710032 1 1 0.0527846156635208 2.02425010628011 0
"245" 0 0 0.0527846156635208 -3.80451484494816 0 3 0.0527846156635208 0.616135779082554 1
"246" 1 0 0.0527846156635208 -2.46115250426678 0 4 0.0527846156635208 1.84999582579974 1
"247" 1 0 0.0279732459903623 -2.05215175580996 0 5 0.0527846156635208 0.631687875847089 0
"248" 0 0 0.0409036319244303 -2.47831028888994 0 7 0.0527846156635208 2.62007008838326 0
"249" 0 0 0.0259060196194599 -3.79906455209849 0 9 0.0527846156635208 0.0488095857825391 0
"250" 0 0 0.0527846156635208 -3.70549578495458 0 2 0.0527846156635208 -0.30573169130498 1
"251" 0 1 0.0527846156635208 -4.47071546327966 0 5 0.0527846156635208 0.825648583154015 1
"252" 1 1 0.00451008735973231 -2.62822568529022 0 1 0.0527846156635208 0.57350481851672 0
"253" 0 1 0.0195112979891375 -4.11638239070185 0 4 0.0527846156635208 0.554546338676692 0
"254" 0 0 0.0229073321915329 -3.94446325098423 0 1 0.0527846156635208 0.51935785220612 0
"255" 1 0 0.0124177043678009 -1.44428329253121 0 1 0.0527846156635208 2.45002664772972 0
"256" 1 1 0.0527846156635208 -4.29060047281972 0 3 0.0527846156635208 2.02832366490533 1
"257" 0 1 0.0449508273411293 -1.30950008329264 0 5 0.0527846156635208 0.280342544696934 0
"258" 0 0 0.0482139006241425 -1.84060330020501 0 4 0.0527846156635208 0.792216053634948 0
"259" 1 1 0.0265231575125367 -3.54898756145384 0 3 0.0527846156635208 2.20613411357489 0
"260" 1 1 0.0221626848583191 -1.77764877629914 0 4 0.0527846156635208 0.502571421660598 0
"261" 0 0 0.0175921658320996 -2.98839259897161 0 6 0.0527846156635208 0.323053991531955 0
"262" 1 1 0.00387347622325144 -1.68619681324915 0 3 0.0527846156635208 2.59266100078539 0
"263" 0 1 0.0527846156635208 -2.43966604330788 1 3 0.0527846156635208 1.79596379111947 1
"264" 1 1 0.00585756724701553 -2.712014906698 1 4 0.0527846156635208 1.6253379807417 0
"265" 1 1 0.0245464954394125 -2.87220916583008 0 2 0.0527846156635208 1.19626323301051 0
"266" 1 0 0.011764163492743 -2.82698815656527 0 1 0.0527846156635208 0.984366250485289 0
"267" 0 0 0.0527846156635208 -2.86305220925995 0 1 0.0527846156635208 -1.72807441744438 1
"268" 0 0 0.0222773037041916 -2.24070744864523 0 3 0.0527846156635208 2.88708236660915 0
"269" 1 0 0.00845487216901456 -2.56959528972188 0 1 0.0527846156635208 0.184421928006377 0
"270" 1 1 0.0527846156635208 -1.52609047729223 0 6 0.0527846156635208 0.99964581523098 1
"271" 1 0 0.00534398411957718 -3.2708744943406 0 3 0.0527846156635208 0.191183000984583 0
"272" 1 1 0.0420429060292673 -3.43903435350303 0 2 0.0527846156635208 0.687975142698486 0
"273" 0 0 0.0397258462461867 -2.33049635918221 0 3 0.0527846156635208 1.932887322975 0
"274" 0 0 0.0463938951280618 -1.90620355695285 0 3 0.0527846156635208 1.05430637065262 0
"275" 1 0 0.0527846156635208 -3.47217203434771 1 4 0.0527846156635208 1.08637563903736 1
"276" 1 0 0.040119671921561 -4.19323389309313 0 5 0.0527846156635208 0.393647310012911 0
"277" 0 1 0.0473806420496601 -3.2310468539465 0 2 0.0527846156635208 0.996866400147081 0
"278" 0 1 0.0213745273785795 -1.63676298440427 0 0 0.0527846156635208 3.23348488060202 0
"279" 1 0 0.0527846156635208 -3.41719725443004 0 2 0.0527846156635208 0.276599120998666 1
"280" 0 1 0.0393457884066516 -3.99529192868515 0 2 0.0527846156635208 1.63040383465431 0
"281" 0 0 0.0527846156635208 -3.16699239063669 0 2 0.0527846156635208 1.46795962206532 1
"282" 0 1 0.00221035052683955 -4.61760268931276 0 4 0.0527846156635208 0.844600834441462 0
