"A" "M_bin" "Ycen_int" "Y_cont_int" "Y_bin_int" "Y_count_int" "cen" "C" "delta"
"126" 0 1 0.0648555710446076 -2.91726951313809 0 1 0.0707822146519233 1.96586512995034 0
"127" 1 1 0.0447991028660056 -2.15908822576827 0 1 0.0707822146519233 1.43490744896271 0
"128" 1 1 0.0264603000038347 -2.82204553749051 0 2 0.0707822146519233 1.55933091081022 0
"129" 0 1 0.026931381633996 -4.91295564569768 0 4 0.0707822146519233 0.685504394699142 0
"130" 0 1 0.0707822146519233 -2.80044920021205 0 5 0.0707822146519233 0.917373605118799 1
"131" 0 0 0.000886726794034523 -5.51798387604503 0 2 0.0707822146519233 1.00325162932047 0
"132" 1 1 0.00174175132267127 -1.21322860289605 0 5 0.0707822146519233 1.51387651528158 0
"133" 1 0 0.00632807244172381 -2.01068748604975 0 3 0.0707822146519233 -1.15980339424932 0
"134" 0 1 0.000792688006157729 -2.89574319605904 0 3 0.0707822146519233 0.0874626565299924 0
"135" 0 0 0.0280759607172507 -2.92661330933672 0 7 0.0707822146519233 -0.634071464560088 0
"136" 0 1 0.00791412138893605 -1.23698602677638 1 5 0.0707822146519233 2.39817327097435 0
"137" 0 1 0.024117026636205 -2.16446328920362 0 1 0.0707822146519233 0.684486578986723 0
"138" 0 0 0.0148515650442346 -1.2408304170145 0 0 0.0707822146519233 2.73572789702512 0
"139" 0 0 0.0677380900050427 -2.68356606724071 0 3 0.0707822146519233 1.18701887790573 0
"140" 1 1 0.0183217318226132 -2.38858193194056 0 7 0.0707822146519233 0.794993925451335 0
"141" 1 1 0.00407927402351496 -1.68630436330326 0 3 0.0707822146519233 1.73114355403334 0
"142" 0 1 0.018669498789433 -2.01781476432895 0 2 0.0707822146519233 1.05725196136345 0
"143" 0 0 0.0707822146519233 -1.76970816893433 0 1 0.0707822146519233 3.39757418346288 1
"144" 1 0 0.0132699893095301 -5.77285490983695 0 4 0.0707822146519233 -0.154818101642772 0
"145" 0 1 0.0269045932209658 -3.55691234069804 0 4 0.0707822146519233 -0.32741050495612 0
"146" 1 1 0.0707822146519233 -2.1300795027626 0 3 0.0707822146519233 2.41077547562043 1
"147" 1 1 0.0707822146519233 -2.88287362410773 0 2 0.0707822146519233 0.703542156404137 1
"148" 0 1 0.0103654328525565 -3.37278186908157 0 2 0.0707822146519233 -0.291943119267715 0
"149" 0 0 0.010750444562796 -2.75556255846246 0 6 0.0707822146519233 0.894403995341333 0
"150" 0 1 0.0707822146519233 -3.06802301435849 0 3 0.0707822146519233 2.35584331943028 1
"151" 0 0 0.00944074423922127 -1.91436164301245 0 1 0.0707822146519233 2.41125013977977 0
"152" 1 0 0.0707822146519233 -3.4397554101434 0 4 0.0707822146519233 -0.790268485701947 1
"153" 0 1 0.0127260597363787 -4.54058775495473 0 3 0.0707822146519233 1.63624664318343 0
"154" 0 0 0.0169997599217702 -5.21150774577895 0 5 0.0707822146519233 0.28694342177779 0
"155" 1 1 0.0707822146519233 -3.32438930223161 0 0 0.0707822146519233 1.45932323992271 1
"156" 1 0 0.0323563363061526 -1.73532327033333 0 4 0.0707822146519233 -0.514498328848627 0
"157" 1 1 0.0128411225516593 -2.47825379457905 0 1 0.0707822146519233 1.37035764348936 0
"158" 1 1 0.0527641918445697 -2.33301345989199 0 2 0.0707822146519233 0.900124476359286 0
"159" 0 0 0.044299420603653 -2.46836334237281 0 4 0.0707822146519233 2.26467538039016 0
"160" 1 0 0.00893365009429907 -3.52687393025932 0 5 0.0707822146519233 1.04021340945764 0
"161" 1 0 0.0126679969172631 -3.24822698888413 0 3 0.0707822146519233 1.93015659783805 0
"162" 0 0 0.0285408425820371 -2.71254439433348 0 3 0.0707822146519233 0.367779580754111 0
"163" 0 1 0.0707822146519233 -3.63326259283646 0 4 0.0707822146519233 2.22673621724786 1
"164" 0 1 0.0707822146519233 -1.94571890247582 0 1 0.0707822146519233 1.74779141492234 1
"165" 0 0 0.00573883385715165 -2.99247810786368 0 2 0.0707822146519233 0.204864591025581 0
"166" 0 1 0.0513455354705241 -2.16310174489362 0 2 0.0707822146519233 0.244178507520502 0
"167" 0 1 0.0707822146519233 -4.83807665595967 0 3 0.0707822146519233 1.68274602088937 1
"168" 1 1 0.00798477021158152 -4.75380577390784 0 4 0.0707822146519233 0.691522602122181 0
"169" 1 1 0.0471902339889216 -2.98719869554344 0 2 0.0707822146519233 0.807208130157476 0
"170" 1 1 0.0707822146519233 -2.46150858433944 0 2 0.0707822146519233 2.86730234443687 1
"171" 0 1 0.0333427934405676 -2.38521201804782 0 2 0.0707822146519233 1.13428010617579 0
"172" 0 1 0.0318875720771984 -2.77821457545256 0 7 0.0707822146519233 0.549129100029095 0
"173" 0 0 0.0106931340126255 -4.03042967226339 0 3 0.0707822146519233 -1.12017629686027 0
"174" 1 0 0.0509442535897085 -1.57758834009604 0 0 0.0707822146519233 -1.25380836654178 0
"175" 1 1 0.065320089457445 -3.83978778468146 0 3 0.0707822146519233 -0.177120605540452 0
"176" 0 1 0.0707822146519233 -1.73792030001569 0 2 0.0707822146519233 0.405591853470472 1
"177" 1 1 0.0134928213631586 -4.40558889297784 0 3 0.0707822146519233 0.412835693499632 0
"178" 1 0 0.0539881575208463 -1.73279178464634 0 4 0.0707822146519233 0.187325218288318 0
"179" 0 0 0.0655227507286362 -2.95815595070954 0 4 0.0707822146519233 2.29807479617442 0
"180" 1 1 0.00203339875094409 -1.70998811227196 0 8 0.0707822146519233 1.68237896076411 0
"181" 0 1 0.00245421755191148 -2.59199892189903 0 2 0.0707822146519233 0.719017639219387 0
"182" 1 1 0.0707822146519233 -2.50668483212508 0 5 0.0707822146519233 -0.519772149582022 1
"183" 1 0 0.0191666843218387 -3.3071720903744 0 3 0.0707822146519233 1.41256486656861 0
"184" 1 0 0.0707822146519233 -2.34482517910503 0 8 0.0707822146519233 1.3067496119076 1
"185" 0 0 0.0142118141269001 -5.07492488679764 0 6 0.0707822146519233 0.726887287944634 0
"186" 0 0 0.0158875835178421 -3.91492175168211 0 3 0.0707822146519233 0.599617186829713 0
"187" 0 0 0.0324746661781527 -3.41550524732001 0 1 0.0707822146519233 -1.79349321707968 0
"188" 0 0 0.0194119476519697 -2.76092411032807 0 0 0.0707822146519233 1.9404273922269 0
"189" 0 1 0.0202640467097138 -3.79612751262947 0 3 0.0707822146519233 0.332401788076173 0
"190" 1 0 0.0330196821944859 -2.07262043765516 0 1 0.0707822146519233 -2.0922907485031 0
"191" 1 1 0.0707822146519233 -0.589158479048336 0 2 0.0707822146519233 1.77594483867452 1
"192" 0 0 0.0707822146519233 -1.3254958605209 0 6 0.0707822146519233 1.08397396002118 1
"193" 0 0 0.0450644365726631 -2.53259698086785 0 1 0.0707822146519233 2.9231128221934 0
"194" 1 1 0.0707822146519233 -2.78709611939733 0 3 0.0707822146519233 1.00637000100696 1
"195" 1 1 0.0694813037208334 -1.75206446703843 0 3 0.0707822146519233 2.23475787495279 0
"196" 0 0 0.0123745260140677 -5.17900381451337 0 3 0.0707822146519233 1.01733169485042 0
"197" 0 0 0.0586677140348122 -3.43559838485969 0 5 0.0707822146519233 0.979133647697985 0
"198" 0 0 0.0186047913711825 -3.30349789773763 0 1 0.0707822146519233 2.37897416205289 0
"199" 0 0 0.00925187272304531 -3.57811618092258 0 1 0.0707822146519233 1.49156274279784 0
"200" 1 1 0.0220011957170981 -2.85204890795383 0 2 0.0707822146519233 2.11468238459804 0
"201" 0 0 0.0355063168933788 -1.08917571569461 0 2 0.0707822146519233 -0.0207476546805585 0
"202" 1 0 0.0707822146519233 -1.39806727295661 0 3 0.0707822146519233 1.81373530835906 1
"203" 1 0 0.000258801928050864 -3.17529265374685 0 2 0.0707822146519233 0.596165703455488 0
"204" 1 0 0.0197364828070677 -2.21551354189147 0 3 0.0707822146519233 0.732785830989228 0
"205" 0 1 0.00719451851874762 -2.657976415313 0 1 0.0707822146519233 1.10581407202222 0
"206" 1 1 0.0174589875337408 -0.268239514922848 0 3 0.0707822146519233 2.79176547137758 0
"207" 1 1 0.00522734307828353 -3.21171255300868 0 2 0.0707822146519233 1.06196624534469 0
"208" 1 1 0.0283103739044417 -3.36671088880418 0 1 0.0707822146519233 0.73310050835521 0
"209" 0 1 0.0438222024233289 -1.62322239968224 0 0 0.0707822146519233 2.64518142829588 0
"210" 0 1 0.0707822146519233 -1.9020093007012 0 0 0.0707822146519233 0.711409185102087 1
"211" 0 1 0.00137796315739109 -1.30982907250066 0 2 0.0707822146519233 0.444523540747737 0
"212" 1 0 0.0329653958885291 -2.51055551999587 0 2 0.0707822146519233 1.02696453919491 0
"213" 0 0 0.0707822146519233 -4.59155209888755 0 4 0.0707822146519233 -0.27405809671927 1
"214" 0 0 0.0134143948793332 -3.09796055911991 0 3 0.0707822146519233 1.09939488500229 0
"215" 0 0 0.0330637047467383 -3.44440466488206 0 4 0.0707822146519233 2.39639987699945 0
"216" 1 0 0.0124877862927071 -3.2594018758728 0 5 0.0707822146519233 1.69395258971273 0
"217" 1 0 0.0263605480978234 -2.47714025345636 0 1 0.0707822146519233 1.32042167868576 0
"218" 1 1 0.0707822146519233 -1.54772340301976 0 5 0.0707822146519233 1.64772956123791 1
"219" 0 0 0.029844162118474 -5.11014010821384 0 4 0.0707822146519233 -1.09471790123815 0
"220" 0 1 0.0643909892510776 -2.5857649253014 0 2 0.0707822146519233 0.830136585600955 0
"221" 0 1 0.0707822146519233 -0.77570337519754 0 4 0.0707822146519233 1.80898536603121 1
"222" 0 1 0.0463915685940857 -2.54646312853226 0 9 0.0707822146519233 1.61242750229252 0
"223" 1 1 0.0542390684587562 -3.93819547288482 0 3 0.0707822146519233 0.573151298106169 0
"224" 1 1 0.0364156942637888 -2.68520100566356 0 3 0.0707822146519233 1.81614984225903 0
"225" 0 0 0.0119360905553039 -2.11222123557463 0 1 0.0707822146519233 0.0137785458735487 0
"226" 1 0 0.0583808500379793 -3.23858239804018 0 2 0.0707822146519233 0.955583526796005 0
"227" 0 1 0.029193121564469 -1.35464153025456 0 4 0.0707822146519233 2.35691292698987 0
"228" 0 0 0.0474996556627969 -1.47398132671928 0 2 0.0707822146519233 0.326444579711226 0
"229" 0 1 0.00048445009206278 -2.43282297510479 0 3 0.0707822146519233 1.82742535442654 0
"230" 0 1 0.0597664509514215 -2.85793638056502 0 1 0.0707822146519233 2.22784794287179 0
"231" 0 0 0.0362107512069533 -2.52359194316372 0 4 0.0707822146519233 1.09312542930173 0
"232" 0 0 0.00164759607214944 -4.11383138107533 0 2 0.0707822146519233 0.528416233884231 0
"233" 1 0 0.0281540038452738 -2.81048251283733 0 3 0.0707822146519233 0.368779225526435 0
"234" 1 1 0.0705921450806475 -1.31152277326499 0 1 0.0707822146519233 -0.233507999155 0
"235" 0 1 0.0614451168760423 -2.54348864954415 0 1 0.0707822146519233 0.896384798359862 0
"236" 0 1 0.0133626892089349 -2.71593359384896 0 4 0.0707822146519233 0.472788810396778 0
"237" 0 0 0.00635382046904841 -2.59236933090656 0 1 0.0707822146519233 1.97808106567756 0
"238" 1 1 0.0533182759273667 -2.15342562442752 0 2 0.0707822146519233 1.70307553405176 0
"239" 1 0 0.0256620422356837 -3.04997931444804 0 4 0.0707822146519233 0.624152311516296 0
"240" 1 1 0.0438508411886014 -1.98899987314821 0 5 0.0707822146519233 0.600528634622487 0
"241" 0 0 0.0707822146519233 -2.75794227466132 0 5 0.0707822146519233 1.06634714747501 1
"242" 1 1 0.0707822146519233 -1.56277365554139 0 4 0.0707822146519233 2.06787709825503 1
"243" 1 0 0.00950902396574528 -3.96276009749865 0 1 0.0707822146519233 0.886441626774939 0
"244" 1 1 0.0132813883502331 -2.55156954068437 0 3 0.0707822146519233 2.02425010628011 0
"245" 0 0 0.0707822146519233 -2.64301273222652 0 3 0.0707822146519233 0.616135779082554 1
"246" 1 0 0.0707822146519233 -4.15707630061459 0 3 0.0707822146519233 1.84999582579974 1
"247" 1 0 0.0378929540788029 -3.4533908575781 0 2 0.0707822146519233 0.631687875847089 0
"248" 0 0 0.0508308412866406 -2.81663643891374 0 3 0.0707822146519233 2.62007008838326 0
"249" 0 0 0.0173612959349253 -2.34696425383266 0 0 0.0707822146519233 0.0488095857825391 0
"250" 0 0 0.0341429816016138 -4.21661210623634 0 2 0.0707822146519233 -0.30573169130498 0
"251" 0 1 0.0707822146519233 -1.98457545043063 0 1 0.0707822146519233 0.825648583154015 1
"252" 1 1 0.0605293878171131 -2.97821925670275 0 4 0.0707822146519233 0.57350481851672 0
"253" 0 1 0.0106471029193871 -1.2194348700325 0 4 0.0707822146519233 0.554546338676692 0
"254" 0 0 0.0707822146519233 -2.95419497080665 0 0 0.0707822146519233 0.51935785220612 1
"255" 1 0 0.0286543824856952 -3.09493514630575 0 5 0.0707822146519233 2.45002664772972 0
"256" 1 1 0.0707822146519233 -2.38643738241473 0 1 0.0707822146519233 2.02832366490533 1
"257" 0 1 0.00594134135979575 -0.718887361932957 0 1 0.0707822146519233 0.280342544696934 0
"258" 0 0 0.0206627288881727 -4.42519940238251 0 3 0.0707822146519233 0.792216053634948 0
"259" 1 1 0.0187460130875918 -4.19688636929393 0 3 0.0707822146519233 2.20613411357489 0
"260" 1 1 0.0360015945329207 -2.23267479697712 1 4 0.0707822146519233 0.502571421660598 0
"261" 0 0 0.0464817309518942 -1.32012779679205 0 4 0.0707822146519233 0.323053991531955 0
"262" 1 1 0.0571515777479461 -2.71081668760174 0 4 0.0707822146519233 2.59266100078539 0
"263" 0 1 0.0551098926731624 -3.66641135141749 0 2 0.0707822146519233 1.79596379111947 0
"264" 1 1 0.0171933518601964 -2.0211696897068 0 3 0.0707822146519233 1.6253379807417 0
"265" 1 1 0.0703963456048569 -2.29496852511402 0 3 0.0707822146519233 1.19626323301051 0
"266" 1 0 0.0707822146519233 -4.44472018905888 0 2 0.0707822146519233 0.984366250485289 1
"267" 0 0 0.00259340020816653 -2.32828126757705 0 5 0.0707822146519233 -1.72807441744438 0
"268" 0 0 0.0447954588092412 -0.0124786352239092 1 2 0.0707822146519233 2.88708236660915 0
"269" 1 0 0.00220659784383346 -4.79379055392427 0 4 0.0707822146519233 0.184421928006377 0
"270" 1 1 0.0707822146519233 -3.10906045395214 0 2 0.0707822146519233 0.99964581523098 1
"271" 1 0 0.00356925870580036 -2.11441671870458 0 3 0.0707822146519233 0.191183000984583 0
"272" 1 1 0.0707822146519233 -3.03364983163826 0 2 0.0707822146519233 0.687975142698486 1
"273" 0 0 0.0161807276077065 -3.22740114544246 0 3 0.0707822146519233 1.932887322975 0
"274" 0 0 0.00711121347777233 -1.71308340102994 0 3 0.0707822146519233 1.05430637065262 0
"275" 1 0 0.0707822146519233 -1.39030809510725 0 3 0.0707822146519233 1.08637563903736 1
"276" 1 0 0.00222249007313392 -3.8136141395757 0 5 0.0707822146519233 0.393647310012911 0
"277" 0 1 0.0218722378361904 -2.88277604273516 0 2 0.0707822146519233 0.996866400147081 0
"278" 0 1 0.0263205596095805 -3.92268390133106 0 2 0.0707822146519233 3.23348488060202 0
"279" 1 0 0.0669773455722977 -2.77683048486239 0 4 0.0707822146519233 0.276599120998666 0
"280" 0 1 0.0462972271695298 -2.43435492704913 0 1 0.0707822146519233 1.63040383465431 0
"281" 0 0 0.0257772925855432 -3.55618799890246 0 0 0.0707822146519233 1.46795962206532 0
"282" 0 1 0.0065524221732035 -2.16553407869305 0 1 0.0707822146519233 0.844600834441462 0
