"","A","M_bin","Ycen_int","Y_cont_int","Y_bin_int","Y_count_int","cen","C","delta"
"42",1,0,0.051039744114128,-1.91256905610079,0,5,0.051039744114128,1.12037628525467,1
"43",1,1,0.0300674351353187,-0.596431502940125,0,2,0.051039744114128,1.93073100234741,0
"44",1,0,0.0205512519964627,-3.04753545660116,0,2,0.051039744114128,1.15253204734302,0
"45",1,0,0.051039744114128,-2.21236749373712,0,4,0.051039744114128,3.280282024176,1
"46",0,1,0.0244634907080887,-2.69590812390201,0,2,0.051039744114128,2.33701597866434,0
"47",1,1,0.00873915530625975,-1.2103322025865,0,3,0.051039744114128,0.354500165955198,0
"48",1,1,0.0185570436719692,-2.56736565674898,0,3,0.051039744114128,0.885664690174129,0
"49",0,0,0.051039744114128,-2.0568593903083,0,3,0.051039744114128,0.417976452899721,1
"50",0,1,0.00442971207010311,-2.56797250562207,0,2,0.051039744114128,-0.70285947477036,0
"51",0,1,0.0457425514791042,-1.66305961523929,0,4,0.051039744114128,0.737638180382835,0
"52",0,0,0.0193451312646655,-2.1391091221171,0,1,0.051039744114128,0.84339349067095,0
"53",0,1,0.0336275950879553,-2.50827900163411,0,1,0.051039744114128,1.21418665135541,0
"54",0,1,0.051039744114128,-1.93231049588842,0,0,0.051039744114128,1.41484575511801,1
"55",0,0,0.00481853558449364,-3.7600455509062,0,1,0.051039744114128,1.31093733823164,0
"56",0,1,0.0454093926376317,-1.97569540474093,0,6,0.051039744114128,0.375326486103717,0
"57",0,1,0.0219568837315063,-2.24725554138115,0,5,0.051039744114128,1.8231634929049,0
"58",0,0,0.051039744114128,-4.60188863395975,0,1,0.051039744114128,-0.140328519228992,1
"59",0,1,0.0177889180409173,-1.76959430718433,0,3,0.051039744114128,2.7318738678042,0
"60",0,1,0.051039744114128,-3.94869513857561,0,3,0.051039744114128,2.90532251714139,1
"61",0,0,0.051039744114128,-3.02929370707413,0,3,0.051039744114128,1.04035643759684,1
"62",1,1,0.0167161313578427,-3.37692610398326,0,2,0.051039744114128,0.789400360515109,0
"63",1,1,0.0320115506788305,-1.77270986260123,0,6,0.051039744114128,0.0315430519961709,0
"64",1,1,0.0420738095886685,-2.89939934073821,0,1,0.051039744114128,0.915011012918122,0
"65",0,1,0.0252617307173814,-2.45382634718534,0,5,0.051039744114128,0.723110010740648,0
"66",0,0,0.051039744114128,-2.45279661414732,0,1,0.051039744114128,1.15542396910217,1
"67",0,1,0.00509890920314968,-4.58998035051933,0,1,0.051039744114128,2.9637976934727,0
"68",0,0,0.0413327956647023,-3.29229296584942,0,6,0.051039744114128,1.02984448256902,0
"69",0,0,0.000472935157568376,-4.44429978550309,0,5,0.051039744114128,-1.51383458188245,0
"70",1,0,0.023145513532466,-2.84564782452399,0,1,0.051039744114128,1.63844635472489,0
"71",0,0,0.051039744114128,-3.63656880681692,1,6,0.051039744114128,0.924408214665426,1
"72",0,0,0.051039744114128,-2.76205041553707,0,1,0.051039744114128,-0.157335113361228,1
"73",0,0,0.051039744114128,-2.98570137345929,0,4,0.051039744114128,2.09503998819015,1
"74",1,1,0.0152265991240507,-2.94212302469234,0,2,0.051039744114128,0.369785733491406,0
"75",1,1,0.0478486354010458,-2.59507975389054,0,3,0.051039744114128,1.90473847898529,0
"76",1,1,0.0225578768939777,-1.36740054142947,0,3,0.051039744114128,0.18196922982784,0
"77",1,1,0.0144455875562356,-3.42341286636396,1,2,0.051039744114128,1.18534943744489,0
"78",1,0,0.0248386095895095,-2.82393533229639,0,4,0.051039744114128,1.57805306607412,0
"79",1,1,0.00456517964856123,-1.89582966988189,0,4,0.051039744114128,1.90350074118171,0
"80",0,0,0.0281174287969666,-3.24814160864718,0,3,0.051039744114128,1.24054330539738,0
"81",0,0,0.051039744114128,-3.04936994391077,0,2,0.051039744114128,2.76232246023163,1
"82",0,0,0.051039744114128,-2.99521202830496,0,1,0.051039744114128,-0.0853641293740119,1
"83",1,1,0.051039744114128,-2.42058909282096,0,1,0.051039744114128,0.316337727807162,1
"84",1,0,0.0220253338847303,-2.84292138528529,0,2,0.051039744114128,1.1502229748834,0
"85",0,1,0.0181641105312526,-1.71529095918274,0,5,0.051039744114128,1.30072447000594,0
"86",0,1,0.0402828126071628,-3.72817640953073,0,5,0.051039744114128,1.29318597358495,0
"87",1,0,0.051039744114128,-2.50727913170463,0,5,0.051039744114128,2.27783152438326,1
"88",0,1,0.0437826597145925,-4.14811055821674,0,4,0.051039744114128,0.532003433226254,0
"89",0,1,0.0289994342792483,-3.19231010496379,0,7,0.051039744114128,0.65587615181089,0
"90",1,0,0.00192526493858431,-4.1592097983914,0,1,0.051039744114128,2.60240770671039,0
"91",1,1,0.00863589463457998,-4.10176959760048,0,2,0.051039744114128,-0.495975965000115,0
"92",0,1,0.0116331625265882,-2.30973775272191,0,1,0.051039744114128,3.94926203147731,0
"93",0,0,0.0394625261641047,-3.08281936797483,0,2,0.051039744114128,0.490970588820843,0
"94",0,0,0.051039744114128,-3.89873566603448,0,3,0.051039744114128,0.770192927740104,1
"95",1,1,0.0363489492134655,-3.89063410226716,0,0,0.051039744114128,1.49766171343705,0
"96",0,0,0.051039744114128,-1.99555996600333,1,1,0.051039744114128,2.42788567712847,1
"97",0,1,0.0335434043195545,-3.56035227070678,0,6,0.051039744114128,1.13950052337721,0
"98",0,1,0.0472764544787456,-2.96722335552824,0,3,0.051039744114128,0.730902514192729,0
"99",0,1,0.0165722604886032,-1.64853709659626,0,3,0.051039744114128,0.584477184216539,0
"100",1,1,0.0185677935071948,-3.98281215490984,0,3,0.051039744114128,0.108844179157673,0
"101",0,0,0.0453540271409805,-1.92115883954205,0,5,0.051039744114128,1.49373242880234,0
"102",0,1,0.0107471304774945,-3.35160189304358,0,4,0.051039744114128,0.737463651714994,0
"103",0,1,0.0189800245654765,-2.66981010102072,0,4,0.051039744114128,1.08009287224976,0
"104",0,1,0.0355875520183408,-3.19681880351132,0,2,0.051039744114128,0.100508596553519,0
"105",0,0,0.00165400551856276,-3.32965934528447,1,3,0.051039744114128,0.400129705470254,0
"106",1,1,0.051039744114128,-3.33458982413329,0,4,0.051039744114128,-0.832400765467156,1
"107",1,1,0.0488164632875076,-3.50603530886188,0,5,0.051039744114128,1.16874302113298,0
"108",1,0,0.00799163214103871,-2.11918861711462,0,1,0.051039744114128,2.31938502959582,0
"109",0,1,0.0444399687035226,-2.26735481001668,0,0,0.051039744114128,1.74481882214854,0
"110",0,1,0.0199922484866001,-3.80922663397237,0,5,0.051039744114128,2.19794176002485,0
"111",1,0,0.051039744114128,-1.69334416792467,0,4,0.051039744114128,2.68221596653236,1
"112",1,1,0.0102361095967487,-0.917503779050187,0,1,0.051039744114128,2.30613478484245,0
"113",0,0,0.051039744114128,-3.76161069423009,0,3,0.051039744114128,1.84609349616002,1
"114",0,0,0.0464309799491512,-2.26644407325152,0,3,0.051039744114128,2.27310972860519,0
"115",1,1,0.0381361494738484,-4.07024999447919,0,2,0.051039744114128,1.01011479195254,0
"116",0,0,0.0443500665091443,-4.03307165346721,0,1,0.051039744114128,0.961270896059347,0
"117",1,1,0.0284595038982773,-3.69660463214474,0,2,0.051039744114128,0.581691443577195,0
"118",1,0,0.00367891400975373,-0.699640979520907,0,1,0.051039744114128,-0.529625883663519,0
"119",0,0,0.040023836607013,-3.82386285478471,0,5,0.051039744114128,-1.13424060601105,0
"120",1,0,0.0331098240199408,-2.99218182874131,0,8,0.051039744114128,-0.209444837609009,0
"121",0,1,0.0427824852753277,-3.19578517362534,0,1,0.051039744114128,1.51118039543578,0
"122",0,1,0.051039744114128,-4.83314496075214,0,4,0.051039744114128,1.84584077426843,1
"123",0,0,0.0472496664898018,-2.52895859451041,0,4,0.051039744114128,0.0794829049931629,0
"124",0,1,0.0349696022261265,-1.71343645852657,0,2,0.051039744114128,2.3040775339894,0
"125",0,1,0.00683599982685845,-3.10195946989677,0,4,0.051039744114128,0.130232431774452,0
"126",0,1,0.0113209268790526,-2.30281858817816,0,2,0.051039744114128,1.96586512995034,0
"127",1,1,0.00469047403255145,-2.22848262269366,0,1,0.051039744114128,1.43490744896271,0
"128",1,1,0.0264576875349159,-1.57989667526776,0,5,0.051039744114128,1.55933091081022,0
"129",0,1,0.0453248248583951,-2.73440773371635,0,5,0.051039744114128,0.685504394699142,0
"130",0,1,0.0164677537839274,-1.45260516183855,0,3,0.051039744114128,0.917373605118799,0
"131",0,0,0.051039744114128,-1.14951409479623,0,4,0.051039744114128,1.00325162932047,1
"132",1,1,0.00758395275875836,-2.06941442602717,0,2,0.051039744114128,1.51387651528158,0
"133",1,0,0.0487304189318929,-4.93801652162168,0,5,0.051039744114128,-1.15980339424932,0
"134",0,1,0.0208679896981803,-3.37643433661597,0,2,0.051039744114128,0.0874626565299924,0
"135",0,0,0.00977999673092172,-2.50674838221726,0,0,0.051039744114128,-0.634071464560088,0
"136",0,1,0.012757082063593,-1.84955459583196,0,3,0.051039744114128,2.39817327097435,0
"137",0,1,0.0123180107238436,-2.81885769051525,0,1,0.051039744114128,0.684486578986723,0
"138",0,0,0.051039744114128,-2.6334211472365,0,1,0.051039744114128,2.73572789702512,1
"139",0,0,0.0437902700826862,-3.60173311976048,0,1,0.051039744114128,1.18701887790573,0
"140",1,1,0.00868086389231311,-2.50506646591296,0,8,0.051039744114128,0.794993925451335,0
"141",1,1,0.0157404521621824,-3.61879999847587,0,3,0.051039744114128,1.73114355403334,0
"142",0,1,0.0265958701254082,-4.32661173001999,0,3,0.051039744114128,1.05725196136345,0
"143",0,0,0.0427032143977308,-4.07907909490637,0,2,0.051039744114128,3.39757418346288,0
"144",1,0,0.0150341663670166,-3.6378794070974,0,5,0.051039744114128,-0.154818101642772,0
"145",0,1,0.050333683120059,-2.51443881222546,1,4,0.051039744114128,-0.32741050495612,0
"146",1,1,0.0315643081528285,-1.48581839731092,0,0,0.051039744114128,2.41077547562043,0
"147",1,1,0.0444096777800622,-2.35117388961154,0,4,0.051039744114128,0.703542156404137,0
"148",0,1,0.051039744114128,-4.34587861040722,0,3,0.051039744114128,-0.291943119267715,1
"149",0,0,0.00806538775857113,-2.30843088992523,0,2,0.051039744114128,0.894403995341333,0
"150",0,1,0.0192516179695966,-2.52204298093972,0,3,0.051039744114128,2.35584331943028,0
"151",0,0,0.0336736709931765,-5.30283575095677,0,2,0.051039744114128,2.41125013977977,0
"152",1,0,0.0200511957320157,-2.5106077976918,0,2,0.051039744114128,-0.790268485701947,0
"153",0,1,0.0363502809049149,-2.18623728209743,0,0,0.051039744114128,1.63624664318343,0
"154",0,0,0.0141870016344502,-3.31900800119569,0,5,0.051039744114128,0.28694342177779,0
"155",1,1,0.0210578147351756,-2.4007189498937,0,3,0.051039744114128,1.45932323992271,0
"156",1,0,0.0112516315359764,-1.05099730537064,0,2,0.051039744114128,-0.514498328848627,0
"157",1,1,0.0156296642975427,-3.86739235594633,0,5,0.051039744114128,1.37035764348936,0
"158",1,1,0.0178870189646477,-1.35471623744821,0,5,0.051039744114128,0.900124476359286,0
"159",0,0,0.051039744114128,-3.60776544671399,0,3,0.051039744114128,2.26467538039016,1
"160",1,0,0.0151726303345755,-2.61281556751826,0,0,0.051039744114128,1.04021340945764,0
"161",1,0,0.00900706000895525,-2.23813813651111,0,4,0.051039744114128,1.93015659783805,0
"162",0,0,0.051039744114128,-3.8874548543495,0,3,0.051039744114128,0.367779580754111,1
"163",0,1,0.051039744114128,-2.92712326681826,0,2,0.051039744114128,2.22673621724786,1
"164",0,1,0.0492219074624905,-4.44717727969943,0,4,0.051039744114128,1.74779141492234,0
"165",0,0,0.051039744114128,-3.49142966240345,0,3,0.051039744114128,0.204864591025581,1
"166",0,1,0.00796625841434028,-3.48668562483737,0,1,0.051039744114128,0.244178507520502,0
"167",0,1,0.00373861373406672,-4.42272044663603,0,3,0.051039744114128,1.68274602088937,0
"168",1,1,0.00704893474059908,-1.99425061176606,0,1,0.051039744114128,0.691522602122181,0
"169",1,1,0.034030033430406,-1.70141903616077,0,1,0.051039744114128,0.807208130157476,0
"170",1,1,0.0184431181864972,-2.25352957505592,0,3,0.051039744114128,2.86730234443687,0
"171",0,1,0.0251554921478596,-2.27943909520573,0,3,0.051039744114128,1.13428010617579,0
"172",0,1,0.0230912099324727,-0.172575934520751,0,5,0.051039744114128,0.549129100029095,0
"173",0,0,0.051039744114128,-3.18630913776396,0,6,0.051039744114128,-1.12017629686027,1
"174",1,0,0.0324339311761511,-2.64795944639711,0,6,0.051039744114128,-1.25380836654178,0
"175",1,1,0.00904290355106982,-0.764807066587864,0,2,0.051039744114128,-0.177120605540452,0
"176",0,1,0.051039744114128,-1.95439807203519,0,1,0.051039744114128,0.405591853470472,1
"177",1,1,0.0249569851188086,-1.47086476555047,1,2,0.051039744114128,0.412835693499632,0
"178",1,0,0.0415216975604302,-4.77307458184258,0,6,0.051039744114128,0.187325218288318,0
"179",0,0,0.051039744114128,-0.715271488523604,0,3,0.051039744114128,2.29807479617442,1
"180",1,1,0.0339367255150416,-2.59346943403375,0,1,0.051039744114128,1.68237896076411,0
"181",0,1,0.0109871700926824,-2.73508184176365,0,5,0.051039744114128,0.719017639219387,0
"182",1,1,0.00526259410217376,-2.86567233287237,0,6,0.051039744114128,-0.519772149582022,0
"183",1,0,0.051039744114128,-4.75859181601354,0,3,0.051039744114128,1.41256486656861,1
"184",1,0,0.000486529505896671,-1.78352855786273,0,5,0.051039744114128,1.3067496119076,0
"185",0,0,0.0149402879997604,-3.48620177741596,0,3,0.051039744114128,0.726887287944634,0
"186",0,0,0.0470355389258712,-3.80997269438487,0,8,0.051039744114128,0.599617186829713,0
"187",0,0,0.0430698533538676,-2.04415679725823,0,6,0.051039744114128,-1.79349321707968,0
"188",0,0,0.0376575400940499,-2.60859487198769,0,3,0.051039744114128,1.9404273922269,0
"189",0,1,0.0250188734869526,-3.10066558095057,0,5,0.051039744114128,0.332401788076173,0
"190",1,0,0.0445880667253689,-2.86768821656896,0,3,0.051039744114128,-2.0922907485031,0
"191",1,1,0.0341597566147465,-2.69799325590353,0,3,0.051039744114128,1.77594483867452,0
"192",0,0,0.0285243279996743,-2.65185656466021,0,2,0.051039744114128,1.08397396002118,0
"193",0,0,0.0136630673037441,-3.74147356526259,0,2,0.051039744114128,2.9231128221934,0
"194",1,1,0.051039744114128,-3.63533180752854,0,3,0.051039744114128,1.00637000100696,1
"195",1,1,0.0131852394859458,-3.98210974351765,0,2,0.051039744114128,2.23475787495279,0
"196",0,0,0.0342501363514288,-3.91567618799995,0,4,0.051039744114128,1.01733169485042,0
"197",0,0,0.00839599181527548,-1.89404359193583,0,6,0.051039744114128,0.979133647697985,0
"198",0,0,0.0238469337060102,-3.28935024152851,0,0,0.051039744114128,2.37897416205289,0
"199",0,0,0.0376154191043791,-1.3115713070598,0,3,0.051039744114128,1.49156274279784,0
"200",1,1,0.0476116758041298,-0.942208093340828,0,4,0.051039744114128,2.11468238459804,0
"201",0,0,0.00700134733473153,-1.90553053802856,0,4,0.051039744114128,-0.0207476546805585,0
"202",1,0,0.0113358885658796,-4.98549723647356,0,2,0.051039744114128,1.81373530835906,0
"203",1,0,0.0328002313070949,-2.05620446388236,0,7,0.051039744114128,0.596165703455488,0
"204",1,0,0.00614999277519042,-2.88307697451718,0,7,0.051039744114128,0.732785830989228,0
"205",0,1,0.051039744114128,-5.20805098455673,0,1,0.051039744114128,1.10581407202222,1
"206",1,1,0.00524292335322278,-2.04441781932944,0,0,0.051039744114128,2.79176547137758,0
"207",1,1,0.0498674397154392,-1.42209135202329,0,2,0.051039744114128,1.06196624534469,0
"208",1,1,0.0331698432659383,-1.75735716515899,0,5,0.051039744114128,0.73310050835521,0
"209",0,1,0.0371359933959493,-3.21178557550032,0,3,0.051039744114128,2.64518142829588,0
"210",0,1,0.0146544278674656,-0.221308281244377,1,4,0.051039744114128,0.711409185102087,0
"211",0,1,0.00592614452900205,-3.24519408271276,1,0,0.051039744114128,0.444523540747737,0
"212",1,0,0.0287916026571781,-4.33574060261687,0,4,0.051039744114128,1.02696453919491,0
"213",0,0,0.051039744114128,-3.43719830884991,0,3,0.051039744114128,-0.27405809671927,1
"214",0,0,0.0401254711314012,-3.27596929865097,0,3,0.051039744114128,1.09939488500229,0
"215",0,0,0.026185801846844,-2.62583667256507,0,1,0.051039744114128,2.39639987699945,0
"216",1,0,0.0176615969285344,-2.33720133212122,0,7,0.051039744114128,1.69395258971273,0
"217",1,0,0.0294855435814761,-4.6588406415994,0,2,0.051039744114128,1.32042167868576,0
"218",1,1,0.026413965658451,-2.18373843778127,0,1,0.051039744114128,1.64772956123791,0
"219",0,0,0.0390199879369042,-3.10175146959896,0,1,0.051039744114128,-1.09471790123815,0
"220",0,1,0.051039744114128,-4.08744488557686,0,1,0.051039744114128,0.830136585600955,1
"221",0,1,0.0329789082031412,-2.74386210469823,0,3,0.051039744114128,1.80898536603121,0
"222",0,1,0.0277277778101227,-4.20171029431598,0,4,0.051039744114128,1.61242750229252,0
"223",1,1,0.00923464955022623,-0.149144982722133,0,8,0.051039744114128,0.573151298106169,0
"224",1,1,0.0233515901067702,-3.26524268957738,0,1,0.051039744114128,1.81614984225903,0
"225",0,0,0.0269718152545491,-2.74901628882648,0,4,0.051039744114128,0.0137785458735487,0
"226",1,0,0.00226852357048538,-4.61509286866184,0,1,0.051039744114128,0.955583526796005,0
"227",0,1,0.051039744114128,-2.13985282289213,0,3,0.051039744114128,2.35691292698987,1
"228",0,0,0.0356728247241533,-2.46862325115028,0,3,0.051039744114128,0.326444579711226,0
"229",0,1,0.0264878688498869,-1.91054165589835,0,3,0.051039744114128,1.82742535442654,0
"230",0,1,0.051039744114128,-5.69826348719964,0,4,0.051039744114128,2.22784794287179,1
"231",0,0,0.0257936517906269,-1.78807613813212,1,2,0.051039744114128,1.09312542930173,0
"232",0,0,0.0107834172599095,-2.747666090756,0,3,0.051039744114128,0.528416233884231,0
"233",1,0,0.0430031523836576,-2.83538313221113,0,4,0.051039744114128,0.368779225526435,0
"234",1,1,0.0315368942654368,-3.92920710327816,0,4,0.051039744114128,-0.233507999155,0
"235",0,1,0.0297868302686451,-2.03364293850084,0,3,0.051039744114128,0.896384798359862,0
"236",0,1,0.0179978931010183,-2.1976417333108,0,3,0.051039744114128,0.472788810396778,0
"237",0,0,0.0478066235267584,-2.25685330764949,0,5,0.051039744114128,1.97808106567756,0
"238",1,1,0.00234313923417269,-2.16052028900854,0,5,0.051039744114128,1.70307553405176,0
"239",1,0,0.00482628757668564,-3.87735826790879,0,5,0.051039744114128,0.624152311516296,0
"240",1,1,0.0407051565720589,-2.00977971512444,0,0,0.051039744114128,0.600528634622487,0
"241",0,0,0.0363304860417727,-3.49715245920898,0,2,0.051039744114128,1.06634714747501,0
"242",1,1,0.0083747530779319,-1.80807827838147,0,7,0.051039744114128,2.06787709825503,0
"243",1,0,0.00632920507654858,-2.34561818139222,0,3,0.051039744114128,0.886441626774939,0
"244",1,1,0.0291897454312733,-2.81836020051771,0,2,0.051039744114128,2.02425010628011,0
"245",0,0,0.051039744114128,-3.74365858103053,0,4,0.051039744114128,0.616135779082554,1
"246",1,0,0.0152132969707358,-3.43269521128744,0,4,0.051039744114128,1.84999582579974,0
"247",1,0,0.049220764950052,-3.51032103069426,0,2,0.051039744114128,0.631687875847089,0
"248",0,0,0.051039744114128,-1.6324546563304,0,2,0.051039744114128,2.62007008838326,1
"249",0,0,0.051039744114128,-3.78860691761228,0,4,0.051039744114128,0.0488095857825391,1
"250",0,0,0.051039744114128,-4.43537080370412,0,6,0.051039744114128,-0.30573169130498,1
"251",0,1,0.051039744114128,-2.37192534138053,0,0,0.051039744114128,0.825648583154015,1
"252",1,1,0.00736508897358117,-3.91625185279574,0,1,0.051039744114128,0.57350481851672,0
"253",0,1,0.00866456793769477,-3.77259644187809,0,1,0.051039744114128,0.554546338676692,0
"254",0,0,0.051039744114128,-4.14870499016696,0,2,0.051039744114128,0.51935785220612,1
"255",1,0,0.0362373579647569,-1.75862543924624,0,5,0.051039744114128,2.45002664772972,0
"256",1,1,0.0243896005971567,-2.44911809834113,0,3,0.051039744114128,2.02832366490533,0
"257",0,1,0.0218309743320024,-3.4341978212164,0,4,0.051039744114128,0.280342544696934,0
"258",0,0,0.00288041729580623,-3.93630695108039,0,1,0.051039744114128,0.792216053634948,0
"259",1,1,0.0463330788402848,-3.42356038159104,0,4,0.051039744114128,2.20613411357489,0
"260",1,1,0.0419036031493394,-4.33132874213338,0,2,0.051039744114128,0.502571421660598,0
"261",0,0,0.051039744114128,-3.6900605562077,0,2,0.051039744114128,0.323053991531955,1
"262",1,1,0.0215034240670538,-0.615467287789765,0,1,0.051039744114128,2.59266100078539,0
"263",0,1,0.0218477958770177,-1.29347516989771,0,1,0.051039744114128,1.79596379111947,0
"264",1,1,0.0258456658352517,-1.7023610098259,0,2,0.051039744114128,1.6253379807417,0
"265",1,1,0.0127427384182373,-2.11874160415449,0,0,0.051039744114128,1.19626323301051,0
"266",1,0,0.021446794169783,-1.38006607801536,0,3,0.051039744114128,0.984366250485289,0
"267",0,0,0.051039744114128,-4.16390361343755,0,3,0.051039744114128,-1.72807441744438,1
"268",0,0,0.0321083272850671,-3.71033495017214,0,3,0.051039744114128,2.88708236660915,0
"269",1,0,0.0191099553577252,-2.58377525964571,0,3,0.051039744114128,0.184421928006377,0
"270",1,1,0.00947122726378826,-0.94303109529109,0,1,0.051039744114128,0.99964581523098,0
"271",1,0,0.051039744114128,-2.68995984071818,0,1,0.051039744114128,0.191183000984583,1
"272",1,1,0.0385663325094598,-3.18802269219864,0,0,0.051039744114128,0.687975142698486,0
"273",0,0,0.0281846905717717,-2.31466124641554,0,5,0.051039744114128,1.932887322975,0
"274",0,0,0.010713740114926,-3.93749684586704,0,7,0.051039744114128,1.05430637065262,0
"275",1,0,0.0276846138176452,-1.63468986441213,0,3,0.051039744114128,1.08637563903736,0
"276",1,0,0.0349893808149866,-2.63819852360281,0,6,0.051039744114128,0.393647310012911,0
"277",0,1,0.0407036514845324,-3.83189353155672,0,3,0.051039744114128,0.996866400147081,0
"278",0,1,0.00226425183814709,-2.32779518834396,0,0,0.051039744114128,3.23348488060202,0
"279",1,0,0.0500577109724465,-2.21789466925463,0,3,0.051039744114128,0.276599120998666,0
"280",0,1,0.00340476748762867,-1.84931648091182,0,3,0.051039744114128,1.63040383465431,0
"281",0,0,0.0103724573297015,-3.16017937471287,0,1,0.051039744114128,1.46795962206532,0
"282",0,1,0.051039744114128,-2.89964822009446,0,5,0.051039744114128,0.844600834441462,1
"283",0,0,0.0348356225021851,-2.47355830221791,0,3,0.051039744114128,1.49343200253622,0
"284",0,1,0.00199476264870559,-1.31559852966871,0,5,0.051039744114128,1.43562815546461,0
"285",0,0,0.0362799773710337,-0.539173483181941,0,3,0.051039744114128,2.31581816172549,0
"286",1,1,0.0196874778743553,-1.86741588751047,0,3,0.051039744114128,0.788875041810468,0
"287",1,0,0.0346026281418093,-2.53805758492969,0,2,0.051039744114128,2.0165250723124,0
"288",1,1,0.051039744114128,-3.58819303487335,0,2,0.051039744114128,0.42420444198189,1
"289",0,0,0.0191207544177825,-4.85471289344476,0,3,0.051039744114128,1.03641382113624,0
"290",0,0,0.051039744114128,-3.34693622986734,0,2,0.051039744114128,2.12720149692645,1
"291",0,0,0.0261201634758501,-2.37593362564833,0,2,0.051039744114128,1.32879567996135,0
"292",1,0,0.0420818905046024,-3.05111815349345,0,2,0.051039744114128,2.18637332869758,0
"293",0,0,0.051039744114128,-1.78636604146902,0,0,0.051039744114128,1.83715035011768,1
"294",1,0,0.0265344648141359,-4.2347183998451,0,2,0.051039744114128,3.36187038226755,0
"295",0,0,0.051039744114128,-3.62441531746776,1,2,0.051039744114128,1.46659725689667,1
"296",0,0,0.0332242485720307,-2.50176364218768,0,3,0.051039744114128,1.17903169571627,0
