"A" "M_cont" "Ycen_noint" "Y_cont_noint" "Y_bin_noint" "Y_count_noint" "cen" "C" "delta"
"19" 0 -3.32648541826284 0.0282041367412175 -3.20312576630606 0 4 0.0671038325921441 -0.0839065442870499 0
"20" 1 0.667671048298918 0.0671038325921441 -2.64085256506225 0 2 0.0671038325921441 0.0435411738387445 1
"21" 0 -1.04120287723066 0.0610473533164118 -3.49936474944596 0 3 0.0671038325921441 -0.613346849337158 0
"22" 1 0.351175935440529 0.0671038325921441 -2.74798296955015 0 5 0.0671038325921441 1.99794902251801 1
"23" 0 0.502333302007684 0.0671038325921441 -4.01353892569325 0 5 0.0671038325921441 1.801066684137 1
"24" 1 0.772754456073457 0.0120473117138468 -2.74996714691737 0 4 0.0671038325921441 1.8201047760212 0
"25" 0 1.05146833628382 0.012768084508361 -3.98417636213312 0 0 0.0671038325921441 0.907206235377292 0
"26" 0 -1.50872734313516 0.0468268211217149 -4.54259456949909 0 4 0.0671038325921441 0.687748142337789 0
"27" 1 -0.627960563998452 0.0585397831665625 -0.61933021118695 1 3 0.0671038325921441 2.93903076500336 0
"28" 1 -1.11053462305237 0.0123509034449588 -2.65722670017256 0 3 0.0671038325921441 0.319515920143305 0
"29" 0 -0.620460073672522 0.0312687499642403 -4.65316207896882 0 2 0.0671038325921441 0.950920794601604 0
"30" 0 -0.0591449368255169 0.00444025654941836 -1.65278033162083 0 3 0.0671038325921441 1.12000937081117 0
"31" 0 0.742656840752329 0.039516513129012 -2.56118976398025 0 2 0.0671038325921441 -0.308588787887879 0
"32" 1 0.210762126327148 0.0199703153177888 -2.660516572813 0 2 0.0671038325921441 1.59255501738923 0
"33" 0 -1.9461963254001 0.0148805518556326 -5.62670118036362 1 2 0.0671038325921441 -0.0403843740072645 0
"34" 1 -0.129013404527557 0.0348440977275512 -4.59506583225349 0 2 0.0671038325921441 -0.195258393896444 0
"35" 1 0.179798056285442 0.0393206907784817 -2.5414348770586 0 0 0.0671038325921441 -0.835423309976087 0
"36" 1 -0.602949682745164 0.0339591620194419 -3.6189612295599 0 3 0.0671038325921441 1.09616533076723 0
"37" 0 -0.64343446326612 0.0671038325921441 -4.27263987060481 0 4 0.0671038325921441 1.19065479294453 1
"38" 1 -0.0978401962251635 0.0671038325921441 -3.5152186616607 0 2 0.0671038325921441 1.36148211784239 1
"39" 1 -0.239505658389782 0.0153396655451829 -4.3981060424395 0 1 0.0671038325921441 1.93399699763769 0
"40" 0 1.12466627621628 0.0671038325921441 -3.67055304060042 0 1 0.0671038325921441 0.147082491852023 1
"41" 0 0.0777801323574493 0.0305268968037665 -2.75870144790879 0 1 0.0671038325921441 0.616968875396162 0
"42" 1 -0.193079460900025 0.0655634213754064 -3.92170338455177 0 2 0.0671038325921441 1.12037628525467 0
"43" 1 2.20923288709493 0.00946849231143372 -2.46617235736523 0 2 0.0671038325921441 1.93073100234741 0
"44" 1 0.307980580283213 0.0671038325921441 -1.37483131399136 0 3 0.0671038325921441 1.15253204734302 1
"45" 1 0.211615912999552 0.0671038325921441 -3.80541290774898 0 6 0.0671038325921441 3.280282024176 1
"46" 0 -1.35634367180547 0.0671038325921441 -2.59410006941875 0 2 0.0671038325921441 2.33701597866434 1
"47" 1 -0.139081737202623 0.0516287944198449 -1.99175394551605 0 2 0.0671038325921441 0.354500165955198 0
"48" 1 0.0375068067913622 0.0671038325921441 -2.39078852983115 0 0 0.0671038325921441 0.885664690174129 1
"49" 0 -1.47442808166677 0.0135976043383306 -3.00731493626224 0 3 0.0671038325921441 0.417976452899721 0
"50" 0 -0.772544365537111 0.050708676264309 -2.57993587054 0 2 0.0671038325921441 -0.70285947477036 0
"51" 0 0.681392726980522 0.0663381386181464 -3.56085676545256 0 2 0.0671038325921441 0.737638180382835 0
"52" 0 0.45444002685829 0.0061184973990869 -2.36470780525564 1 4 0.0671038325921441 0.84339349067095 0
"53" 0 -1.00116333542651 0.00549218825085501 -4.29293174877209 0 5 0.0671038325921441 1.21418665135541 0
"54" 0 0.484843362332692 0.0671038325921441 -2.42237863218367 0 3 0.0671038325921441 1.41484575511801 1
"55" 0 -0.473995434780493 0.0562568954450467 -3.56909606798072 0 3 0.0671038325921441 1.31093733823164 0
"56" 0 -0.592238975367881 0.0451575215883835 -2.2931019639231 0 10 0.0671038325921441 0.375326486103717 0
"57" 0 0.358661036039937 0.0165226881136035 -4.97405103356834 0 4 0.0671038325921441 1.8231634929049 0
"58" 0 -0.700591635198165 0.0418455486794024 -4.11018920388551 0 5 0.0671038325921441 -0.140328519228992 0
"59" 0 -1.18332473655077 0.0139476410862922 -2.32453283845343 0 4 0.0671038325921441 2.7318738678042 0
"60" 0 0.345084787541225 0.0448175239230742 -2.61750052644697 0 4 0.0671038325921441 2.90532251714139 0
"61" 0 2.23764095023084 0.0671038325921441 -5.13526631390733 0 1 0.0671038325921441 1.04035643759684 1
"62" 1 -0.309738217449459 0.0653531158049909 -3.41683776906651 0 3 0.0671038325921441 0.789400360515109 0
"63" 1 0.0211432430113139 0.00852999826008898 -4.03525328131825 0 6 0.0671038325921441 0.0315430519961709 0
"64" 1 -0.177595903117418 0.0668291704580645 -4.06716043967782 0 1 0.0671038325921441 0.915011012918122 0
"65" 0 0.370495130907027 0.0671038325921441 -2.23339227128743 0 5 0.0671038325921441 0.723110010740648 1
"66" 0 -0.061215103647927 0.00590647384325461 -3.92048187946966 0 5 0.0671038325921441 1.15542396910217 0
"67" 0 0.636461272127954 0.0671038325921441 -3.63845656312399 0 2 0.0671038325921441 2.9637976934727 1
"68" 0 -3.07612504815694 0.0151557287701932 -2.99182998393643 0 1 0.0671038325921441 1.02984448256902 0
"69" 0 1.34736540619971 0.0411981157323525 -2.08347529499101 0 5 0.0671038325921441 -1.51383458188245 0
"70" 1 -0.916694466508808 0.0229868095740732 -3.60599470747939 0 4 0.0671038325921441 1.63844635472489 0
"71" 0 -0.921798754928067 0.0345202701736595 -2.72573701487469 0 3 0.0671038325921441 0.924408214665426 0
"72" 0 0.257705527723808 0.0671038325921441 -2.54107439452095 0 2 0.0671038325921441 -0.157335113361228 1
"73" 0 0.336453055129649 0.0671038325921441 -2.13621712323476 0 1 0.0671038325921441 2.09503998819015 1
"74" 1 0.499611787960994 0.0193437950144271 -4.60470058767688 0 1 0.0671038325921441 0.369785733491406 0
"75" 1 -0.935991503273953 0.0671038325921441 -3.39991270788383 0 4 0.0671038325921441 1.90473847898529 1
"76" 1 -1.01086543267263 0.0158777029630847 -4.49688027124949 0 6 0.0671038325921441 0.18196922982784 0
"77" 1 0.135758685760534 0.0671038325921441 -1.6914479631724 0 5 0.0671038325921441 1.18534943744489 1
"78" 1 0.737889904957095 0.062654776472605 -2.49705956654786 0 0 0.0671038325921441 1.57805306607412 0
"79" 1 0.89810512970697 0.0390369585071192 -2.94000863814285 0 4 0.0671038325921441 1.90350074118171 0
"80" 0 0.0118105756753374 0.0220357440517204 -2.95776951240692 0 1 0.0671038325921441 1.24054330539738 0
"81" 0 -0.519111701451299 0.00851164028792888 -3.81276012877688 0 7 0.0671038325921441 2.76232246023163 0
"82" 0 -0.711165162486444 0.00108153772845345 -3.21965012021093 0 4 0.0671038325921441 -0.0853641293740119 0
"83" 1 -1.50486918503015 0.00244151267589785 -2.66051604443528 0 0 0.0671038325921441 0.316337727807162 0
"84" 1 -0.476558018286788 0.0149934444789583 -3.50955886701021 0 4 0.0671038325921441 1.1502229748834 0
"85" 0 1.10812606856654 0.0671038325921441 -4.91626477666841 0 3 0.0671038325921441 1.30072447000594 1
"86" 0 1.4440351092519 0.0671038325921441 -2.68607553597521 0 4 0.0671038325921441 1.29318597358495 1
"87" 1 1.1826708581886 0.000941672198103775 -2.48574793120643 0 3 0.0671038325921441 2.27783152438326 0
"88" 0 0.939900286972165 0.0671038325921441 -4.69468410270831 0 4 0.0671038325921441 0.532003433226254 1
"89" 0 -0.554244514303493 0.0671038325921441 -2.83358088383772 0 5 0.0671038325921441 0.65587615181089 1
"90" 1 0.759105503758262 0.0630488460409973 -3.63069582342633 0 4 0.0671038325921441 2.60240770671039 0
"91" 1 -0.408866859070182 0.0513025446115652 -0.0209916458491528 0 6 0.0671038325921441 -0.495975965000115 0
"92" 0 2.61840955013074 0.0671038325921441 -2.14664921519733 0 3 0.0671038325921441 3.94926203147731 1
"93" 0 -0.653851654055129 0.0671038325921441 -2.77456832969044 0 5 0.0671038325921441 0.490970588820843 1
"94" 0 -0.152570203433145 0.0164144439772786 -2.97314600789443 0 5 0.0671038325921441 0.770192927740104 0
"95" 1 0.704036115290634 0.0671038325921441 -3.91051952548534 0 0 0.0671038325921441 1.49766171343705 1
"96" 0 0.0219680054700574 0.014932704654718 -2.7715264259323 0 2 0.0671038325921441 2.42788567712847 0
"97" 0 1.71306244009582 0.0645640541058434 -3.29528715956032 0 5 0.0671038325921441 1.13950052337721 0
"98" 0 -1.29270007554512 0.00112435716868198 -2.56764642531785 0 1 0.0671038325921441 0.730902514192729 0
"99" 0 0.483383503417494 0.00365347585217657 -3.72157442347737 0 4 0.0671038325921441 0.584477184216539 0
"100" 1 0.433518794863242 0.0261876905281054 -2.35814459204937 0 3 0.0671038325921441 0.108844179157673 0
"101" 0 -0.461988063325784 0.0671038325921441 -2.49076113526645 0 2 0.0671038325921441 1.49373242880234 1
"102" 0 -1.861918542423 0.0671038325921441 -4.22908295731786 0 3 0.0671038325921441 0.737463651714994 1
"103" 0 -0.809001419930781 0.0220066755330617 -5.09845182143123 0 1 0.0671038325921441 1.08009287224976 0
"104" 0 -1.70605507832217 0.0671038325921441 -5.75657196883953 0 3 0.0671038325921441 0.100508596553519 1
"105" 0 0.188898896054259 0.0671038325921441 -3.83632637410214 0 2 0.0671038325921441 0.400129705470254 1
"106" 1 -0.913730877027011 0.0444934432085332 -4.47034226485006 0 4 0.0671038325921441 -0.832400765467156 0
"107" 1 0.749066191642991 0.00523634703738876 -2.03936612613507 0 3 0.0671038325921441 1.16874302113298 0
"108" 1 1.49287829396437 0.00683988833936888 -2.03174831540868 0 1 0.0671038325921441 2.31938502959582 0
"109" 0 1.09254223094594 0.0456905002644096 -2.99539438267677 0 5 0.0671038325921441 1.74481882214854 0
"110" 0 -0.0521143691673305 0.0671038325921441 -3.51103437802356 0 2 0.0671038325921441 2.19794176002485 1
"111" 1 0.506188618406176 0.0462091126128907 -3.55527312893944 0 3 0.0671038325921441 2.68221596653236 0
"112" 1 -0.11247037819793 0.053449693390702 -3.45659682456692 0 2 0.0671038325921441 2.30613478484245 0
"113" 0 0.362423438581846 0.0110041084810058 -3.49674718422654 0 1 0.0671038325921441 1.84609349616002 0
"114" 0 0.250640173562769 0.0671038325921441 -1.34948199409011 0 4 0.0671038325921441 2.27310972860519 1
"115" 1 0.117420972873516 0.00210831999746548 -3.42627721038989 0 2 0.0671038325921441 1.01011479195254 0
"116" 0 0.161406202532712 0.0242462907118735 -5.07132730124139 0 3 0.0671038325921441 0.961270896059347 0
"117" 1 0.155910863824636 0.0187163182283543 -2.68095563586167 0 4 0.0671038325921441 0.581691443577195 0
"118" 1 0.659487397659015 0.0174132473362314 -3.43299013909566 0 5 0.0671038325921441 -0.529625883663519 0
"119" 0 0.132598467995524 0.0593428099807252 -4.08370305145722 0 1 0.0671038325921441 -1.13424060601105 0
"120" 1 0.434566871058287 0.0363113085109665 -3.37433824670893 0 2 0.0671038325921441 -0.209444837609009 0
"121" 0 0.0987963822164524 0.014808184465876 -3.5167618713479 0 5 0.0671038325921441 1.51118039543578 0
"122" 0 0.00468224135092869 0.0599343948938591 -2.25996008858758 0 3 0.0671038325921441 1.84584077426843 0
"123" 0 -0.898514615341723 0.010223662936038 -4.59994332454104 0 3 0.0671038325921441 0.0794829049931629 0
"124" 0 -0.596439262362396 0.0671038325921441 -3.57606366937499 0 5 0.0671038325921441 2.3040775339894 1
"125" 0 0.684051952710162 0.00827716590574126 -2.82814882781804 0 2 0.0671038325921441 0.130232431774452 0
"126" 0 1.38744491167336 0.0671038325921441 -1.87439620206604 0 1 0.0671038325921441 1.96586512995034 1
"127" 1 -0.253038951261848 0.0657012295369684 -1.25065789027308 0 2 0.0671038325921441 1.43490744896271 0
"128" 1 0.256533212465242 0.0208177382837421 -1.71400874294665 0 2 0.0671038325921441 1.55933091081022 0
"129" 0 -0.880701445443828 0.0514343910013569 -4.01902171549856 0 1 0.0671038325921441 0.685504394699142 0
"130" 0 -0.105731633690548 0.0178913881515539 -2.09569692566989 0 7 0.0671038325921441 0.917373605118799 0
"131" 0 -0.558450783112881 0.00749958449050545 -4.417320708897 0 3 0.0671038325921441 1.00325162932047 0
"132" 1 -0.372010100972988 0.0599101195642417 -2.80174961155474 0 4 0.0671038325921441 1.51387651528158 0
"133" 1 -0.595071105089881 0.0515214924523893 -2.14904764247273 0 4 0.0671038325921441 -1.15980339424932 0
"134" 0 -1.12286886490557 0.0169797965743623 -3.01388427776226 0 5 0.0671038325921441 0.0874626565299924 0
"135" 0 0.833690530039419 0.0337340578432946 -1.70666385703495 0 6 0.0671038325921441 -0.634071464560088 0
"136" 0 -0.127660378220508 0.0380890335938046 -2.62297509918827 0 2 0.0671038325921441 2.39817327097435 0
"137" 0 -0.301661280211551 0.0671038325921441 -3.27459279361056 0 5 0.0671038325921441 0.684486578986723 1
"138" 0 0.44906249351594 0.0370159042814258 -2.25243246683289 0 3 0.0671038325921441 2.73572789702512 0
"139" 0 -0.400572410593705 0.00429391444583362 -4.14471975439709 0 2 0.0671038325921441 1.18701887790573 0
"140" 1 0.119122982532923 0.0637108856906939 -3.72821423742987 0 2 0.0671038325921441 0.794993925451335 0
"141" 1 1.07429365894416 0.0366565414527777 -3.22065251138778 0 1 0.0671038325921441 1.73114355403334 0
"142" 0 -2.06755865420817 0.012357714137477 -2.97977361307852 0 5 0.0671038325921441 1.05725196136345 0
"143" 0 0.223079392290024 0.0570567420315578 -2.43975421378459 0 6 0.0671038325921441 3.39757418346288 0
"144" 1 0.402069189460284 0.0372460653512055 -0.967741666148735 0 6 0.0671038325921441 -0.154818101642772 0
"145" 0 0.945021364994751 0.00296115034824494 -2.72709931319629 0 4 0.0671038325921441 -0.32741050495612 0
"146" 1 1.76576273103122 0.0671038325921441 -4.06091260945991 0 4 0.0671038325921441 2.41077547562043 1
"147" 1 0.0229494408435665 0.0671038325921441 -3.98303379841303 0 1 0.0671038325921441 0.703542156404137 1
"148" 0 -0.521384275330386 0.0671038325921441 -3.04972201366513 0 4 0.0671038325921441 -0.291943119267715 1
"149" 0 -0.408033755266736 0.0571434400967961 -2.82290883976579 0 2 0.0671038325921441 0.894403995341333 0
"150" 0 -0.847206417897386 0.0623130423980334 -2.83589684755738 0 4 0.0671038325921441 2.35584331943028 0
"151" 0 -0.369720228228229 0.015836548075211 -3.47399837852512 0 0 0.0671038325921441 2.41125013977977 0
"152" 1 0.537048480625079 0.00934240641931748 -3.10218223371468 0 0 0.0671038325921441 -0.790268485701947 0
"153" 0 -0.43413450304387 0.0276304021067554 -3.45412385695916 1 4 0.0671038325921441 1.63624664318343 0
"154" 0 0.287445126561969 0.00289543444126618 -2.07366654053285 0 1 0.0671038325921441 0.28694342177779 0
"155" 1 1.18590359153648 0.0671038325921441 -1.76832474581253 0 1 0.0671038325921441 1.45932323992271 1
"156" 1 -0.407461877742087 0.0453590679399767 -3.33419163270449 0 0 0.0671038325921441 -0.514498328848627 0
"157" 1 -1.3713651494829 0.0671038325921441 -2.46210119421449 0 4 0.0671038325921441 1.37035764348936 1
"158" 1 -0.949151550343482 0.0189892955482458 -1.38778759383187 0 4 0.0671038325921441 0.900124476359286 0
"159" 0 1.48895356648756 0.0671038325921441 -3.85416062774814 0 2 0.0671038325921441 2.26467538039016 1
"160" 1 1.91838885057869 0.0453686904390067 -2.30880988247396 0 1 0.0671038325921441 1.04021340945764 0
"161" 1 -1.19068474390709 0.0100053994749951 -1.66099411598621 0 2 0.0671038325921441 1.93015659783805 0
"162" 0 -0.183273668733468 0.00985988896497231 -3.00069660936444 0 2 0.0671038325921441 0.367779580754111 0
"163" 0 1.25138007000507 0.0135274941818652 -2.46585698875226 0 1 0.0671038325921441 2.22673621724786 0
"164" 0 1.29884706321055 0.00713855537036468 -1.54346002637345 0 1 0.0671038325921441 1.74779141492234 0
"165" 0 0.627271310738892 0.00498825011826936 -0.908135225651054 0 3 0.0671038325921441 0.204864591025581 0
"166" 0 -1.17940988971216 0.00343881265625104 -3.82929950827931 0 6 0.0671038325921441 0.244178507520502 0
"167" 0 -0.473087349473043 0.0671038325921441 -2.05907247966557 0 5 0.0671038325921441 1.68274602088937 1
"168" 1 2.17453917995883 0.0302407620456137 -2.60873331213643 0 3 0.0671038325921441 0.691522602122181 0
"169" 1 -0.745033516828724 0.0671038325921441 -3.12951578023516 0 1 0.0671038325921441 0.807208130157476 1
"170" 1 2.25782461299397 0.0671038325921441 -1.22291723016596 0 3 0.0671038325921441 2.86730234443687 1
"171" 0 -0.879264608445551 0.0523742733595675 -1.9472583857637 0 4 0.0671038325921441 1.13428010617579 0
"172" 0 0.37182314419012 0.0144522145749088 -4.66631171358733 0 4 0.0671038325921441 0.549129100029095 0
"173" 0 0.140716968208789 0.0256067882741628 -3.08805588556451 0 4 0.0671038325921441 -1.12017629686027 0
"174" 1 0.296142084360818 0.0671038325921441 -3.14740792564664 0 4 0.0671038325921441 -1.25380836654178 1
"175" 1 -1.48858973533026 0.0137646750590231 -5.66902379168235 0 3 0.0671038325921441 -0.177120605540452 0
"176" 0 2.37550453738207 0.0671038325921441 -3.30632451524265 1 2 0.0671038325921441 0.405591853470472 1
"177" 1 0.17940020178212 0.0116387620756827 -4.19258715939553 0 3 0.0671038325921441 0.412835693499632 0
"178" 1 0.321307493020796 0.019180468959746 -4.10681680543983 0 1 0.0671038325921441 0.187325218288318 0
"179" 0 0.424562416063592 0.00622089052909896 -2.29354797433284 0 2 0.0671038325921441 2.29807479617442 0
"180" 1 -0.089122293661038 0.0490574440444826 -2.95327428137822 0 0 0.0671038325921441 1.68237896076411 0
"181" 0 -0.312865090953252 0.0365963001252451 -2.75785407964951 0 5 0.0671038325921441 0.719017639219387 0
"182" 1 0.118824422451476 0.0251619103150958 -2.46829064071559 0 1 0.0671038325921441 -0.519772149582022 0
"183" 1 -0.557425811058432 0.0018207548936059 -3.69466660474339 0 4 0.0671038325921441 1.41256486656861 0
"184" 1 -0.0874779526988371 0.0671038325921441 -2.52932796653704 0 3 0.0671038325921441 1.3067496119076 1
"185" 0 0.0134461370380694 0.0169203251376727 -2.50831629665874 0 3 0.0671038325921441 0.726887287944634 0
"186" 0 -0.886553230165717 0.0671038325921441 -1.86499475536748 0 3 0.0671038325921441 0.599617186829713 1
"187" 0 -1.4429484225209 0.0178476758824922 -3.44557211613767 0 2 0.0671038325921441 -1.79349321707968 0
"188" 0 0.363415352039925 0.0671038325921441 -3.24331155379128 0 1 0.0671038325921441 1.9404273922269 1
"189" 0 -0.357542896398604 0.0671038325921441 -3.29871969741813 0 4 0.0671038325921441 0.332401788076173 1
"190" 1 0.446237776663153 0.0390961228650102 -2.7025229443445 0 1 0.0671038325921441 -2.0922907485031 0
"191" 1 0.84922391351957 0.0287285667979031 -4.39039884681393 0 2 0.0671038325921441 1.77594483867452 0
"192" 0 1.32723448657898 0.0308580763625265 -3.2326035751828 0 4 0.0671038325921441 1.08397396002118 0
"193" 0 1.47828568089328 0.0671038325921441 -1.49827048191436 0 5 0.0671038325921441 2.9231128221934 1
"194" 1 -0.139673712053459 0.00446366545354033 -3.84641768594098 0 2 0.0671038325921441 1.00637000100696 0
"195" 1 1.4698216770602 0.0671038325921441 -2.78658558757021 0 2 0.0671038325921441 2.23475787495279 1
"196" 0 -0.913380590120516 0.0333152545547125 -3.18204388948876 0 4 0.0671038325921441 1.01733169485042 0
"197" 0 -0.462060989487693 0.0671038325921441 -4.94965224201425 0 3 0.0671038325921441 0.979133647697985 1
"198" 0 -0.729961083640114 0.011088625614979 -2.66253257415828 0 3 0.0671038325921441 2.37897416205289 0
"199" 0 0.635044271639938 0.0622554967157754 -4.51105981118744 0 6 0.0671038325921441 1.49156274279784 0
"200" 1 0.256162369666916 0.0526931435008328 -1.28275729262449 0 1 0.0671038325921441 2.11468238459804 0
"201" 0 -0.38128061325126 0.0352927179263486 -2.72941492058612 0 2 0.0671038325921441 -0.0207476546805585 0
"202" 1 0.0622278649947365 0.0432525141517626 -4.21188723470552 0 1 0.0671038325921441 1.81373530835906 0
"203" 1 -0.484212128937939 0.0671038325921441 -3.21301278293921 0 5 0.0671038325921441 0.596165703455488 1
"204" 1 0.473699049193891 0.00695758983036977 -3.34922476986369 0 3 0.0671038325921441 0.732785830989228 0
"205" 0 -0.927231187000956 0.00364601687730948 -2.94416642209642 0 4 0.0671038325921441 1.10581407202222 0
"206" 1 1.39543639364537 0.0604175157943753 -1.31099901037689 0 2 0.0671038325921441 2.79176547137758 0
"207" 1 -0.605333133869666 0.0671038325921441 -1.67683180549905 1 0 0.0671038325921441 1.06196624534469 1
"208" 1 0.746574334706013 0.0399944156368247 -3.34668181685407 0 4 0.0671038325921441 0.73310050835521 0
"209" 0 1.50482898602198 0.00352991369264655 -3.77637209314631 0 3 0.0671038325921441 2.64518142829588 0
"210" 0 -0.639793339671049 0.0671038325921441 -3.90939496113665 0 7 0.0671038325921441 0.711409185102087 1
"211" 0 -1.08745739582502 0.0120952349516258 -4.07609449463524 0 2 0.0671038325921441 0.444523540747737 0
"212" 1 -1.53157220403191 0.00177212127227106 -2.88128235064892 0 1 0.0671038325921441 1.02696453919491 0
"213" 0 -2.49509532907796 0.00418194298447617 -3.40104101128977 0 3 0.0671038325921441 -0.27405809671927 0
"214" 0 0.00799874795486655 0.0459258084422815 -3.65983637068743 0 4 0.0671038325921441 1.09939488500229 0
"215" 0 1.65133128791822 0.0671038325921441 -1.50275504796056 0 3 0.0671038325921441 2.39639987699945 1
"216" 1 1.4615855780749 0.0671038325921441 -2.44432970677566 0 4 0.0671038325921441 1.69395258971273 1
"217" 1 -0.541309239332975 0.0671038325921441 -1.38125174784241 0 7 0.0671038325921441 1.32042167868576 1
"218" 1 0.483667024673033 0.0671038325921441 -3.75135990630481 0 1 0.0671038325921441 1.64772956123791 1
"219" 0 0.542601750026231 0.0112410556055126 -3.63179630890651 0 0 0.0671038325921441 -1.09471790123815 0
"220" 0 0.550048480878477 0.00268680393608759 -2.24731177739096 0 4 0.0671038325921441 0.830136585600955 0
"221" 0 0.359584816808362 0.00121434151469123 -1.21660694496388 0 0 0.0671038325921441 1.80898536603121 0
"222" 0 0.266407179404022 0.00147853409561292 -3.1510599209595 0 5 0.0671038325921441 1.61242750229252 0
"223" 1 -2.30384048337877 0.0443843026268653 -4.19562780312122 0 3 0.0671038325921441 0.573151298106169 0
"224" 1 1.24516655875404 0.0671038325921441 -3.34780340834281 0 3 0.0671038325921441 1.81614984225903 1
"225" 0 -0.477558070813638 0.00148792053804064 -1.92424606298791 0 2 0.0671038325921441 0.0137785458735487 0
"226" 1 0.417753836478301 0.0671038325921441 -2.93719601813841 0 4 0.0671038325921441 0.955583526796005 1
"227" 0 0.906570255592919 0.00086308365804822 -2.61155513520595 0 3 0.0671038325921441 2.35691292698987 0
"228" 0 1.06488596516741 0.00880419370214769 -3.32979415560176 0 1 0.0671038325921441 0.326444579711226 0
"229" 0 1.47631095567184 0.0671038325921441 -1.95344306670797 0 4 0.0671038325921441 1.82742535442654 1
"230" 0 -0.137309302274771 0.0214615806980701 -3.52334573311893 1 2 0.0671038325921441 2.22784794287179 0
"231" 0 0.610237527836982 0.00893649267520869 -2.56951331082119 0 3 0.0671038325921441 1.09312542930173 0
"232" 0 0.452621142430419 0.0409227402811305 -3.15236792667754 0 4 0.0671038325921441 0.528416233884231 0
"233" 1 -0.733031536749773 0.00423966687232117 -5.14884725289537 0 4 0.0671038325921441 0.368779225526435 0
"234" 1 1.96506061902094 0.0146338596681465 -1.17541117789342 1 2 0.0671038325921441 -0.233507999155 0
"235" 0 -1.23031824682002 0.0187963868628577 -2.99245340953838 0 1 0.0671038325921441 0.896384798359862 0
"236" 0 -0.656920615372672 0.00487401133109717 -2.34416379580519 0 2 0.0671038325921441 0.472788810396778 0
"237" 0 0.413766358770639 0.04561513166316 -0.22308487254237 0 0 0.0671038325921441 1.97808106567756 0
"238" 1 0.79083926636131 0.0149741032509028 -3.53979671053869 0 4 0.0671038325921441 1.70307553405176 0
"239" 1 1.00371368332918 0.0671038325921441 -2.64582003661913 0 4 0.0671038325921441 0.624152311516296 1
"240" 1 -0.222909753196236 0.019167004567278 -5.3893368162441 0 3 0.0671038325921441 0.600528634622487 0
"241" 0 -1.47684607610786 0.00198887227638445 -3.18683942211657 0 5 0.0671038325921441 1.06634714747501 0
"242" 1 1.26887540011491 0.0587382976072948 -1.50940780554578 0 2 0.0671038325921441 2.06787709825503 0
"243" 1 0.414023842269265 0.00201382785438727 -3.09515095545706 0 2 0.0671038325921441 0.886441626774939 0
"244" 1 0.770723473446072 0.049037906506257 -2.6907987366652 0 5 0.0671038325921441 2.02425010628011 0
"245" 0 -0.218719224888584 0.0316567122105251 -2.64165214297828 0 2 0.0671038325921441 0.616135779082554 0
"246" 1 -0.256876064650921 0.0173843655819311 -1.72674600562181 0 1 0.0671038325921441 1.84999582579974 0
"247" 1 0.381048347747683 0.0287827192761562 -2.82237769553335 0 2 0.0671038325921441 0.631687875847089 0
"248" 0 1.30651091924298 0.0631927691082111 -2.42092930344694 0 2 0.0671038325921441 2.62007008838326 0
"249" 0 0.962513909591862 0.0671038325921441 -1.31865852354894 0 1 0.0671038325921441 0.0488095857825391 1
